,MonthlyIncomeRange,YearsWithCurrManager,YearsSinceLastPromotion,YearsInCurrentRole,YearsAtCompany,WorkLifeBalance,TrainingTimesLastYear,TotalWorkingYears,StockOptionLevel,RelationshipSatisfaction,PerformanceRating,PercentSalaryHike,OverTime,NumCompaniesWorked,MaritalStatus,JobSatisfaction,JobRole,JobLevel,JobInvolvement,Gender,EnvironmentSatisfaction,EducationField,Education,DistanceFromHome,Department,BusinessTravel,Age,Attrition,DailyRate,EmployeeCount,EmployeeNumber,HourlyRate,MonthlyIncome,MonthlyRate,Over18,StandardHours,Attrition2,AgeAttritionRate,BusinessTravelAttritionRate,DepartmentAttritionRate,DistanceFromHomeAttritionRate,EducationAttritionRate,EducationFieldAttritionRate,EnvironmentSatisfactionAttritionRate,GenderAttritionRate,JobInvolvementAttritionRate,JobLevelAttritionRate,JobRoleAttritionRate,JobSatisfactionAttritionRate,MaritalStatusAttritionRate,NumCompaniesWorkedAttritionRate,OverTimeAttritionRate,PercentSalaryHikeAttritionRate,PerformanceRatingAttritionRate,RelationshipSatisfactionAttritionRate,StockOptionLevelAttritionRate,TotalWorkingYearsAttritionRate,TrainingTimesLastYearAttritionRate,WorkLifeBalanceAttritionRate,YearsAtCompanyAttritionRate,YearsInCurrentRoleAttritionRate,YearsSinceLastPromotionAttritionRate,YearsWithCurrManagerAttritionRate,MonthlyIncomeRangeAttritionRate,TotalAttritionScore
47,10001 to 10500,1,10,10,16,2,3,16,1,3,3,11,Yes,1,Divorced,3,Healthcare Representative,3,3,Female,3,Medical,4,25,Research & Development,Travel_Rarely,35,No,583,1,1014,57,10388,6975,Y,80,0,0.128205128,0.149568552,0.138397503,0.24,0.145728643,0.135775862,0.136865342,0.147959184,0.144009217,0.146788991,0.06870229,0.165158371,0.100917431,0.188099808,0.305288462,0.195238095,0.160771704,0.154684096,0.093959732,0.081081081,0.140529532,0.168604651,0.083333333,0.068965517,0.166666667,0.144736842,0.303030303,4.1
48,10001 to 10500,12,1,13,18,3,2,20,1,3,4,21,Yes,5,Married,1,Sales Executive,3,2,Male,4,Life Sciences,4,5,Sales,Travel_Frequently,40,No,580,1,729,48,10475,23772,Y,80,0,0.087719298,0.249097473,0.206278027,0.153846154,0.145728643,0.146864686,0.134529148,0.170068027,0.189333333,0.146788991,0.174846626,0.228373702,0.124814264,0.253968254,0.305288462,0.104166667,0.163716814,0.154684096,0.093959732,0.066666667,0.179159049,0.142217245,0.076923077,0.071428571,0.137254902,0,0.303030303,4.2
49,10001 to 10500,3,4,7,7,4,1,28,1,1,3,11,No,4,Divorced,4,Sales Executive,3,3,Male,1,Marketing,3,9,Sales,Travel_Rarely,46,Yes,377,1,1457,52,10096,15986,Y,80,1,0.121212121,0.149568552,0.206278027,0.211764706,0.173076923,0.220125786,0.253521127,0.170068027,0.144009217,0.146788991,0.174846626,0.11328976,0.100917431,0.122302158,0.104364326,0.195238095,0.160771704,0.206521739,0.093959732,0.071428571,0.126760563,0.176470588,0.122222222,0.13963964,0.081967213,0.133802817,0.303030303,4.2
50,10001 to 10500,0,4,6,8,3,4,18,0,4,3,19,No,7,Single,2,Healthcare Representative,3,3,Male,2,Life Sciences,4,7,Research & Development,Travel_Rarely,52,No,994,1,1118,87,10445,15322,Y,80,0,0.166666667,0.149568552,0.138397503,0.130952381,0.145728643,0.146864686,0.149825784,0.170068027,0.144009217,0.146788991,0.06870229,0.164285714,0.255319149,0.22972973,0.104364326,0.118421053,0.160771704,0.148148148,0.244057052,0.148148148,0.211382114,0.142217245,0.1125,0.054054054,0.081967213,0.323193916,0.303030303,4.4
51,10001 to 10500,8,12,14,17,3,2,17,3,2,3,13,No,1,Divorced,3,Healthcare Representative,3,3,Female,3,Technical Degree,3,8,Research & Development,Travel_Rarely,36,No,1223,1,83,59,10096,8202,Y,80,0,0.086956522,0.149568552,0.138397503,0.125,0.173076923,0.242424242,0.136865342,0.147959184,0.144009217,0.146788991,0.06870229,0.165158371,0.100917431,0.188099808,0.104364326,0.162679426,0.160771704,0.148514851,0.176470588,0.090909091,0.179159049,0.142217245,0.111111111,0.090909091,0,0.093457944,0.303030303,3.8
52,10001 to 10500,7,7,7,7,3,2,17,1,3,4,21,Yes,2,Divorced,1,Manufacturing Director,3,1,Female,3,Technical Degree,3,1,Research & Development,Travel_Rarely,36,No,363,1,1237,77,10252,4235,Y,80,0,0.086956522,0.149568552,0.138397503,0.125,0.173076923,0.242424242,0.136865342,0.147959184,0.337349398,0.146788991,0.068965517,0.228373702,0.100917431,0.109589041,0.305288462,0.104166667,0.163716814,0.154684096,0.093959732,0.090909091,0.179159049,0.142217245,0.122222222,0.13963964,0.210526316,0.143518519,0.303030303,4.3
53,10501 to 11000,9,9,7,13,3,5,13,1,1,3,18,No,1,Divorced,4,Sales Executive,3,3,Male,1,Life Sciences,2,8,Sales,Travel_Rarely,31,No,326,1,1453,31,10793,8386,Y,80,0,0.260869565,0.149568552,0.206278027,0.125,0.156028369,0.146864686,0.253521127,0.170068027,0.144009217,0.146788991,0.174846626,0.11328976,0.100917431,0.188099808,0.104364326,0.146067416,0.160771704,0.206521739,0.093959732,0.083333333,0.117647059,0.142217245,0.083333333,0.13963964,0.235294118,0.09375,0.090909091,4
54,10501 to 11000,3,0,2,4,3,2,18,0,4,3,15,No,2,Single,4,Manufacturing Director,3,1,Male,1,Life Sciences,4,8,Research & Development,Travel_Frequently,51,Yes,1150,1,179,53,10650,25150,Y,80,1,0.105263158,0.249097473,0.138397503,0.125,0.145728643,0.146864686,0.253521127,0.170068027,0.337349398,0.146788991,0.068965517,0.11328976,0.255319149,0.109589041,0.104364326,0.178217822,0.160771704,0.148148148,0.244057052,0.148148148,0.179159049,0.142217245,0.172727273,0.182795699,0.189328744,0.133802817,0.090909091,4.4
55,10501 to 11000,8,0,8,13,4,6,13,1,4,4,25,No,1,Divorced,2,Manufacturing Director,3,3,Male,3,Life Sciences,1,9,Research & Development,Travel_Rarely,31,No,1274,1,581,33,10648,14394,Y,80,0,0.260869565,0.149568552,0.138397503,0.211764706,0.182352941,0.146864686,0.136865342,0.170068027,0.144009217,0.146788991,0.068965517,0.164285714,0.100917431,0.188099808,0.104364326,0.055555556,0.163716814,0.148148148,0.093959732,0.083333333,0.092307692,0.176470588,0.083333333,0.078651685,0.189328744,0.093457944,0.090909091,3.7
56,10501 to 11000,4,1,4,5,1,2,33,1,1,3,17,No,7,Divorced,3,Manufacturing Director,3,3,Female,4,Life Sciences,4,1,Research & Development,Travel_Frequently,54,No,966,1,1245,53,10502,9659,Y,80,0,0,0.249097473,0.138397503,0.125,0.145728643,0.146864686,0.134529148,0.147959184,0.144009217,0.146788991,0.068965517,0.165158371,0.100917431,0.22972973,0.104364326,0.170731707,0.160771704,0.206521739,0.093959732,0.142857143,0.179159049,0.3125,0.107142857,0.144230769,0.137254902,0.112244898,0.090909091,3.9
57,10501 to 11000,4,0,0,6,3,3,24,1,4,3,13,Yes,2,Divorced,2,Healthcare Representative,3,2,Female,3,Technical Degree,3,5,Research & Development,Travel_Rarely,58,No,1272,1,940,37,10552,9255,Y,80,0,0.357142857,0.149568552,0.138397503,0.153846154,0.173076923,0.242424242,0.136865342,0.147959184,0.189333333,0.146788991,0.06870229,0.164285714,0.100917431,0.109589041,0.305288462,0.162679426,0.160771704,0.148148148,0.093959732,0.166666667,0.140529532,0.142217245,0.118421053,0.299180328,0.189328744,0.112244898,0.090909091,4.4
58,10501 to 11000,8,4,10,13,3,2,16,0,1,3,16,No,3,Married,2,Manufacturing Director,3,2,Male,4,Technical Degree,3,25,Research & Development,Travel_Rarely,35,No,672,1,899,78,10903,9129,Y,80,0,0.128205128,0.149568552,0.138397503,0.24,0.173076923,0.242424242,0.134529148,0.170068027,0.189333333,0.146788991,0.068965517,0.164285714,0.124814264,0.100628931,0.104364326,0.179487179,0.160771704,0.206521739,0.244057052,0.081081081,0.179159049,0.142217245,0.083333333,0.068965517,0.081967213,0.093457944,0.090909091,3.9
59,10501 to 11000,4,14,15,23,2,3,25,1,4,4,23,No,3,Married,3,Healthcare Representative,3,2,Male,3,Life Sciences,1,1,Research & Development,Non-Travel,45,No,1238,1,1712,74,10748,3395,Y,80,0,0.048780488,0.08,0.138397503,0.125,0.182352941,0.146864686,0.136865342,0.170068027,0.189333333,0.146788991,0.06870229,0.165158371,0.124814264,0.100628931,0.104364326,0.214285714,0.163716814,0.148148148,0.093959732,0.071428571,0.140529532,0.168604651,0.5,0.25,0.111111111,0.112244898,0.090909091,4
60,10501 to 11000,0,7,4,9,3,4,13,1,2,3,11,No,6,Married,3,Sales Executive,3,2,Female,3,Life Sciences,4,2,Sales,Travel_Rarely,54,No,1082,1,1070,41,10686,8392,Y,80,0,0,0.149568552,0.206278027,0.132701422,0.145728643,0.146864686,0.136865342,0.147959184,0.189333333,0.146788991,0.174846626,0.165158371,0.124814264,0.228571429,0.104364326,0.195238095,0.160771704,0.148514851,0.093959732,0.083333333,0.211382114,0.142217245,0.097560976,0.144230769,0.210526316,0.323193916,0.090909091,4.1
61,10501 to 11000,2,1,2,2,2,3,28,0,4,3,11,No,5,Married,3,Healthcare Representative,3,3,Female,1,Medical,1,18,Research & Development,Travel_Frequently,46,No,1034,1,624,86,10527,8984,Y,80,0,0.121212121,0.249097473,0.138397503,0.153846154,0.182352941,0.135775862,0.253521127,0.147959184,0.144009217,0.146788991,0.06870229,0.165158371,0.124814264,0.253968254,0.104364326,0.195238095,0.160771704,0.148148148,0.244057052,0.071428571,0.140529532,0.168604651,0.212598425,0.182795699,0.137254902,0.145348837,0.090909091,4.3
62,10501 to 11000,0,0,0,1,3,5,18,1,3,3,13,No,5,Divorced,4,Sales Executive,3,2,Male,3,Medical,3,25,Sales,Travel_Rarely,43,No,415,1,1076,79,10798,5268,Y,80,0,0.0625,0.149568552,0.206278027,0.24,0.173076923,0.135775862,0.136865342,0.170068027,0.189333333,0.146788991,0.174846626,0.11328976,0.100917431,0.253968254,0.104364326,0.162679426,0.160771704,0.154684096,0.093959732,0.148148148,0.117647059,0.142217245,0.34502924,0.299180328,0.189328744,0.323193916,0.090909091,4.6
63,10501 to 11000,1,7,7,9,4,1,16,1,3,3,15,No,2,Married,2,Human Resources,3,3,Male,3,Medical,4,19,Human Resources,Travel_Rarely,54,No,397,1,698,88,10725,6729,Y,80,0,0,0.149568552,0.19047619,0.136363636,0.145728643,0.135775862,0.136865342,0.170068027,0.144009217,0.146788991,0.230769231,0.164285714,0.124814264,0.109589041,0.104364326,0.178217822,0.160771704,0.154684096,0.093959732,0.081081081,0.126760563,0.176470588,0.097560976,0.13963964,0.210526316,0.144736842,0.090909091,3.7
64,10501 to 11000,0,0,2,5,3,2,26,0,3,4,24,No,8,Single,3,Healthcare Representative,3,2,Male,2,Other,3,7,Research & Development,Travel_Rarely,49,No,1261,1,499,31,10965,12066,Y,80,0,0.083333333,0.149568552,0.138397503,0.130952381,0.173076923,0.134146341,0.149825784,0.170068027,0.189333333,0.146788991,0.06870229,0.165158371,0.255319149,0.12244898,0.104364326,0.285714286,0.163716814,0.154684096,0.244057052,0.071428571,0.179159049,0.142217245,0.107142857,0.182795699,0.189328744,0.323193916,0.090909091,4.3
65,10501 to 11000,1,0,7,8,3,1,18,1,3,3,11,No,8,Married,1,Manufacturing Director,3,3,Female,3,Life Sciences,3,27,Research & Development,Travel_Frequently,43,No,1082,1,1126,83,10820,11535,Y,80,0,0.0625,0.249097473,0.138397503,0.25,0.173076923,0.146864686,0.136865342,0.147959184,0.144009217,0.146788991,0.068965517,0.228373702,0.124814264,0.12244898,0.104364326,0.195238095,0.160771704,0.154684096,0.093959732,0.148148148,0.126760563,0.142217245,0.1125,0.13963964,0.189328744,0.144736842,0.090909091,3.9
66,10501 to 11000,13,5,10,16,2,6,17,2,3,3,12,No,0,Divorced,3,Sales Executive,3,3,Male,1,Life Sciences,3,3,Sales,Travel_Rarely,38,No,119,1,307,76,10609,9647,Y,80,0,0.034482759,0.149568552,0.206278027,0.166666667,0.173076923,0.146864686,0.253521127,0.170068027,0.144009217,0.146788991,0.174846626,0.165158371,0.100917431,0.116751269,0.104364326,0.166666667,0.160771704,0.154684096,0.075949367,0.090909091,0.092307692,0.168604651,0.083333333,0.068965517,0.044444444,0,0.090909091,3.5
67,10501 to 11000,8,2,6,21,3,2,21,0,3,3,13,Yes,1,Single,1,Manufacturing Director,3,3,Female,4,Medical,3,22,Research & Development,Travel_Frequently,39,No,945,1,1043,82,10880,5083,Y,80,0,0.142857143,0.249097473,0.138397503,0.315789474,0.173076923,0.135775862,0.134529148,0.147959184,0.144009217,0.146788991,0.068965517,0.228373702,0.255319149,0.188099808,0.305288462,0.162679426,0.160771704,0.154684096,0.244057052,0.029411765,0.179159049,0.142217245,0.071428571,0.054054054,0.169811321,0.093457944,0.090909091,4.3
68,10501 to 11000,5,0,4,6,3,2,13,1,2,4,21,No,3,Married,3,Healthcare Representative,3,3,Male,3,Life Sciences,2,25,Research & Development,Non-Travel,39,No,1485,1,1397,71,10920,3449,Y,80,0,0.142857143,0.08,0.138397503,0.24,0.156028369,0.146864686,0.136865342,0.170068027,0.144009217,0.146788991,0.06870229,0.165158371,0.124814264,0.100628931,0.104364326,0.104166667,0.163716814,0.148514851,0.093959732,0.083333333,0.179159049,0.142217245,0.118421053,0.144230769,0.189328744,0.129032258,0.090909091,3.7
69,10501 to 11000,7,0,7,7,3,2,24,1,2,3,18,Yes,2,Divorced,1,Healthcare Representative,3,1,Male,2,Medical,3,20,Research & Development,Travel_Rarely,45,No,1038,1,1460,95,10851,19863,Y,80,0,0.048780488,0.149568552,0.138397503,0.16,0.173076923,0.135775862,0.149825784,0.170068027,0.337349398,0.146788991,0.06870229,0.228373702,0.100917431,0.109589041,0.305288462,0.146067416,0.160771704,0.148514851,0.093959732,0.166666667,0.179159049,0.142217245,0.122222222,0.13963964,0.189328744,0.143518519,0.090909091,4.1
70,10501 to 11000,1,0,0,1,3,2,20,1,3,3,15,No,3,Divorced,1,Sales Executive,3,1,Male,3,Other,3,28,Sales,Non-Travel,40,No,1094,1,615,58,10932,11373,Y,80,0,0.087719298,0.08,0.206278027,0.086956522,0.173076923,0.134146341,0.136865342,0.170068027,0.337349398,0.146788991,0.174846626,0.228373702,0.100917431,0.100628931,0.104364326,0.178217822,0.160771704,0.154684096,0.093959732,0.066666667,0.179159049,0.142217245,0.34502924,0.299180328,0.189328744,0.144736842,0.090909091,4.3
71,10501 to 11000,0,2,2,3,3,3,20,1,2,3,13,Yes,4,Divorced,1,Sales Executive,3,2,Male,4,Marketing,3,28,Sales,Travel_Rarely,50,Yes,410,1,2055,39,10854,16586,Y,80,1,0.166666667,0.149568552,0.206278027,0.086956522,0.173076923,0.220125786,0.134529148,0.170068027,0.189333333,0.146788991,0.174846626,0.228373702,0.100917431,0.122302158,0.305288462,0.162679426,0.160771704,0.148514851,0.093959732,0.066666667,0.140529532,0.142217245,0.15625,0.182795699,0.169811321,0.323193916,0.090909091,4.4
72,10501 to 11000,4,0,2,5,3,3,35,1,4,3,18,Yes,7,Married,4,Sales Executive,3,2,Female,1,Marketing,2,7,Sales,Travel_Rarely,53,No,661,1,862,78,10934,20715,Y,80,0,0.105263158,0.149568552,0.206278027,0.130952381,0.156028369,0.220125786,0.253521127,0.147959184,0.189333333,0.146788991,0.174846626,0.11328976,0.124814264,0.22972973,0.305288462,0.146067416,0.160771704,0.148148148,0.093959732,0,0.140529532,0.142217245,0.107142857,0.182795699,0.189328744,0.112244898,0.090909091,4.2
73,10501 to 11000,8,11,6,19,3,1,20,0,4,4,25,No,0,Single,3,Healthcare Representative,3,3,Female,3,Technical Degree,4,2,Research & Development,Travel_Frequently,39,No,505,1,343,64,10938,6420,Y,80,0,0.142857143,0.249097473,0.138397503,0.132701422,0.145728643,0.242424242,0.136865342,0.147959184,0.144009217,0.146788991,0.06870229,0.165158371,0.255319149,0.116751269,0.104364326,0.055555556,0.163716814,0.148148148,0.244057052,0.066666667,0.126760563,0.142217245,0.090909091,0.054054054,0.083333333,0.093457944,0.090909091,3.7
74,10501 to 11000,2,3,2,4,3,5,14,0,2,3,11,No,2,Married,2,Sales Executive,3,3,Male,2,Marketing,3,2,Sales,Travel_Frequently,51,No,541,1,1391,52,10596,15395,Y,80,0,0.105263158,0.249097473,0.206278027,0.132701422,0.173076923,0.220125786,0.149825784,0.170068027,0.144009217,0.146788991,0.174846626,0.164285714,0.124814264,0.109589041,0.104364326,0.195238095,0.160771704,0.148514851,0.244057052,0.129032258,0.117647059,0.142217245,0.172727273,0.182795699,0.173076923,0.145348837,0.090909091,4.3
75,10501 to 11000,0,0,0,1,4,2,19,1,3,4,20,No,3,Divorced,4,Healthcare Representative,3,1,Male,3,Medical,4,1,Research & Development,Travel_Rarely,60,No,370,1,1697,92,10883,20467,Y,80,0,0,0.149568552,0.138397503,0.125,0.145728643,0.135775862,0.136865342,0.170068027,0.337349398,0.146788991,0.06870229,0.11328976,0.100917431,0.100628931,0.104364326,0.127272727,0.163716814,0.154684096,0.093959732,0.136363636,0.179159049,0.176470588,0.34502924,0.299180328,0.189328744,0.323193916,0.090909091,4.3
76,10501 to 11000,2,1,2,3,3,4,23,1,2,3,18,No,3,Married,2,Manufacturing Director,3,3,Male,4,Life Sciences,1,2,Research & Development,Travel_Frequently,55,No,1091,1,1096,65,10976,15813,Y,80,0,0.136363636,0.249097473,0.138397503,0.132701422,0.182352941,0.146864686,0.134529148,0.170068027,0.144009217,0.146788991,0.068965517,0.164285714,0.124814264,0.100628931,0.104364326,0.146067416,0.160771704,0.148514851,0.093959732,0.090909091,0.211382114,0.142217245,0.15625,0.182795699,0.137254902,0.145348837,0.090909091,3.9
77,10501 to 11000,4,5,7,9,2,6,25,0,4,3,12,No,6,Single,4,Manufacturing Director,3,3,Male,4,Medical,4,18,Research & Development,Travel_Rarely,59,No,1429,1,1283,67,10512,20002,Y,80,0,0,0.149568552,0.138397503,0.153846154,0.145728643,0.135775862,0.134529148,0.170068027,0.144009217,0.146788991,0.068965517,0.11328976,0.255319149,0.228571429,0.104364326,0.166666667,0.160771704,0.148148148,0.244057052,0.071428571,0.092307692,0.168604651,0.097560976,0.13963964,0.044444444,0.112244898,0.090909091,3.6
78,10501 to 11000,8,0,7,10,3,2,22,1,3,3,11,No,8,Married,3,Manufacturing Director,3,3,Female,3,Technical Degree,3,17,Research & Development,Travel_Rarely,54,No,1441,1,1013,56,10739,13943,Y,80,0,0,0.149568552,0.138397503,0.25,0.173076923,0.242424242,0.136865342,0.147959184,0.144009217,0.146788991,0.068965517,0.165158371,0.124814264,0.12244898,0.104364326,0.195238095,0.160771704,0.154684096,0.093959732,0.095238095,0.179159049,0.142217245,0.15,0.13963964,0.189328744,0.093457944,0.090909091,3.8
79,10501 to 11000,2,0,4,5,3,2,18,1,3,3,12,Yes,4,Divorced,1,Sales Executive,3,3,Male,4,Marketing,3,9,Sales,Travel_Rarely,45,No,930,1,864,74,10761,19239,Y,80,0,0.048780488,0.149568552,0.206278027,0.211764706,0.173076923,0.220125786,0.134529148,0.170068027,0.144009217,0.146788991,0.174846626,0.228373702,0.100917431,0.122302158,0.305288462,0.166666667,0.160771704,0.154684096,0.093959732,0.148148148,0.179159049,0.142217245,0.107142857,0.144230769,0.189328744,0.145348837,0.090909091,4.3
80,10501 to 11000,15,5,14,17,3,2,17,1,2,4,20,Yes,1,Married,3,Manufacturing Director,3,2,Female,4,Life Sciences,3,9,Research & Development,Travel_Rarely,35,No,607,1,880,66,10685,23457,Y,80,0,0.128205128,0.149568552,0.138397503,0.211764706,0.173076923,0.146864686,0.134529148,0.147959184,0.189333333,0.146788991,0.068965517,0.165158371,0.124814264,0.188099808,0.305288462,0.127272727,0.163716814,0.148514851,0.093959732,0.090909091,0.179159049,0.142217245,0.111111111,0.090909091,0.044444444,0,0.090909091,3.7
81,10501 to 11000,7,0,7,8,3,3,13,1,2,3,13,No,6,Divorced,3,Manufacturing Director,3,3,Male,4,Medical,2,7,Research & Development,Travel_Rarely,46,No,566,1,1007,75,10845,24208,Y,80,0,0.121212121,0.149568552,0.138397503,0.130952381,0.156028369,0.135775862,0.134529148,0.170068027,0.144009217,0.146788991,0.068965517,0.165158371,0.100917431,0.228571429,0.104364326,0.162679426,0.160771704,0.148514851,0.093959732,0.083333333,0.140529532,0.142217245,0.1125,0.13963964,0.189328744,0.143518519,0.090909091,3.7
82,10501 to 11000,11,2,11,12,2,2,15,1,1,3,11,No,7,Married,4,Sales Executive,3,2,Male,3,Marketing,4,4,Sales,Travel_Rarely,40,No,630,1,215,67,10855,8552,Y,80,0,0.087719298,0.149568552,0.206278027,0.140625,0.145728643,0.220125786,0.136865342,0.170068027,0.189333333,0.146788991,0.174846626,0.11328976,0.124814264,0.22972973,0.104364326,0.195238095,0.160771704,0.206521739,0.093959732,0.125,0.179159049,0.168604651,0,0,0.169811321,0.045454545,0.090909091,3.8
83,10501 to 11000,8,4,11,15,3,3,27,0,2,3,14,No,7,Single,3,Healthcare Representative,3,2,Male,3,Life Sciences,4,4,Research & Development,Travel_Rarely,48,No,1355,1,1024,78,10999,22245,Y,80,0,0.105263158,0.149568552,0.138397503,0.140625,0.145728643,0.146864686,0.136865342,0.170068027,0.189333333,0.146788991,0.06870229,0.165158371,0.255319149,0.22972973,0.104364326,0.119402985,0.160771704,0.148514851,0.244057052,0,0.140529532,0.142217245,0.05,0,0.081967213,0.093457944,0.090909091,3.6
84,10501 to 11000,5,9,9,10,2,5,21,1,3,3,13,Yes,2,Married,1,Healthcare Representative,3,2,Male,3,Medical,3,1,Research & Development,Travel_Frequently,46,No,638,1,124,40,10673,3142,Y,80,0,0.121212121,0.249097473,0.138397503,0.125,0.173076923,0.135775862,0.136865342,0.170068027,0.189333333,0.146788991,0.06870229,0.228373702,0.124814264,0.109589041,0.305288462,0.162679426,0.160771704,0.154684096,0.093959732,0.029411765,0.117647059,0.168604651,0.15,0.089552239,0.235294118,0.129032258,0.090909091,4
85,10501 to 11000,7,11,1,14,1,2,17,0,3,3,11,No,5,Married,3,Sales Executive,3,2,Male,1,Life Sciences,4,1,Sales,Travel_Rarely,37,Yes,625,1,970,46,10609,14922,Y,80,1,0.12,0.149568552,0.206278027,0.125,0.145728643,0.146864686,0.253521127,0.170068027,0.189333333,0.146788991,0.174846626,0.165158371,0.124814264,0.253968254,0.104364326,0.195238095,0.160771704,0.154684096,0.244057052,0.090909091,0.179159049,0.3125,0.111111111,0.192982456,0.083333333,0.143518519,0.090909091,4.4
86,11001 to 11500,7,7,7,7,3,6,10,0,4,3,15,No,3,Single,4,Research Director,3,3,Female,3,Life Sciences,2,3,Research & Development,Travel_Rarely,32,No,1018,1,727,39,11159,19373,Y,80,0,0.180327869,0.149568552,0.138397503,0.166666667,0.156028369,0.146864686,0.136865342,0.147959184,0.144009217,0.146788991,0.025,0.11328976,0.255319149,0.100628931,0.104364326,0.178217822,0.160771704,0.148148148,0.244057052,0.123762376,0.092307692,0.142217245,0.122222222,0.13963964,0.210526316,0.143518519,0,3.8
87,11001 to 11500,0,0,2,5,4,5,10,0,2,4,25,No,2,Single,4,Manager,3,3,Male,3,Medical,3,10,Research & Development,Travel_Rarely,32,No,495,1,1516,64,11244,21072,Y,80,0,0.180327869,0.149568552,0.138397503,0.127906977,0.173076923,0.135775862,0.136865342,0.170068027,0.144009217,0.146788991,0.049019608,0.11328976,0.255319149,0.109589041,0.104364326,0.055555556,0.163716814,0.148514851,0.244057052,0.123762376,0.117647059,0.176470588,0.107142857,0.182795699,0.189328744,0.323193916,0,4
88,11001 to 11500,8,4,7,11,4,2,13,1,3,4,20,No,4,Married,3,Research Director,3,3,Female,3,Medical,3,10,Research & Development,Non-Travel,31,No,697,1,1979,40,11031,26862,Y,80,0,0.260869565,0.08,0.138397503,0.127906977,0.173076923,0.135775862,0.136865342,0.147959184,0.144009217,0.146788991,0.025,0.165158371,0.124814264,0.122302158,0.104364326,0.127272727,0.163716814,0.154684096,0.093959732,0.083333333,0.179159049,0.176470588,0.0625,0.13963964,0.081967213,0.093457944,0,3.4
89,11001 to 11500,7,1,7,8,2,4,9,3,3,3,12,Yes,0,Married,1,Research Director,3,4,Female,2,Life Sciences,2,8,Research & Development,Travel_Rarely,30,No,153,1,1015,73,11416,17802,Y,80,0,0.15,0.149568552,0.138397503,0.125,0.156028369,0.146864686,0.149825784,0.147959184,0.090277778,0.146788991,0.025,0.228373702,0.124814264,0.116751269,0.305288462,0.166666667,0.160771704,0.154684096,0.176470588,0.104166667,0.211382114,0.168604651,0.1125,0.13963964,0.137254902,0.143518519,0,3.9
